HomHumanSymbol	MouseSymbol
LNX1	Lnx1
SNX5	Snx5
DMTN	Dmtn
RAB11B	Rab11b
ARL11	Arl11
RBM19	Rbm19
FAF1	Faf1
HMGB1	Hmgb1
PLCD1	Plcd1
DOCK2	Dock2
ACP5	Acp5
ZP3	Zp3
FIGLA	Figla
GLDC	Gldc
TAOK2	Taok2
SUPT16H	Supt16
DST	Dst
RNF19A	Rnf19a
APOO	Apoo
RIF1	Rif1
PUS3	Pus3
SSRP1	Ssrp1
TSC1	Tsc1
NRIP2	Nrip2
EIF4EBP2	Eif4ebp2
ZFP64	Zfp64
ACO1	Aco1
DYNLT2	Dynlt2a2
DYNLT2	Dynlt2a3
DYNAP	Dynapl1
EDDM3A	Eddm3b
EDDM3B	Eddm3b
EDDM13	Eddm13
EDA2R	Eda2r
ECEL1	Ecel1
EBF4	Ebf4
DZIP3	Dzip3
DYNLT4	Dynlt4
ABCD3	Abcd3
DYNLT2	Dynlt2a1
CUL3	Cul3
ACTN4	Actn4
CAND1	Cand1
MICU2	Micu2
ZC3H3	Zc3h3
XRN2	Xrn2
WDR81	Wdr81
NUP35	Nup35
PITRM1	Pitrm1
FTSJ3	Ftsj3
CFAP97	Cfap97
PRPF38B	Prpf38b
OLFM2	Olfm2
AEBP2	Aebp2
SYNRG	Synrg
CRIP2	Crip2
TRAF3IP2	Traf3ip2
ADIPOR1	Adipor1
DENND6B	Dennd6b
DSCAM	Dscam
CCNI	Ccni
MYO9B	Myo9b
NTF3	Ntf3
GTPBP6	Gtpbp6
PHKA1	Phka1
STAT6	Stat6
POC1B	Poc1b
BCAT1	Bcat1
DIP2C	Dip2c
UBAC1	Ubac1
H2BC10	H2bc4
H2BC5	H2bc4
H2BC6	H2bc4
H2BC8	H2bc4
ARL8B	Arl8b
H2BC27P	H2bc27
H2BC5	H2bc27
H2BC5	H2bc6
H2BC6	H2bc6
H2BC7	H2bc6
H2BC8	H2bc6
EFCAB14	Efcab14
EEF1AKMT3	Eef1akmt3
CHMP4B	Chmp4b
SH3BP5	Sh3bp5
SYT11	Syt11
ARHGDIA	Arhgdia
RAP2B	Rap2b
PPIG	Ppig
UBA3	Uba3
AQP3	Aqp3
TEX10	Tex10
EXO1	Exo1
TAX1BP3	Tax1bp3
SFXN2	Sfxn2
STXBP3	Stxbp3
MAPK4	Mapk4
STK24	Stk24
KCTD10	Kctd10
CNOT8	Cnot8
PANK1	Pank1
USP25	Usp25
HK1	Hk1
RPS3A	Rps3a1
REEP5	Reep5
OR51B6	Or51b6b
OR52B2	Or52b2
OR52R1	Or52r1c
PSMB5	Psmb5
OR52B6	Or52z13
OR52I1	Or52i2
OR52I2	Or52i2
OR52B4	Or52b4
OR52E5	Or52e5
OR52N4	Or52n4
SCLT1	Sclt1
TALDO1	Taldo1
ZFYVE26	Zfyve26
CYB5R3	Cyb5r3
CPSF3	Cpsf3
PSIP1	Psip1
EPB41L4A	Epb41l4a
PSMD4	Psmd4
VSX1	Vsx1
CRIPTO	Cripto
CRIPTO3	Cripto
PPP1R14D	Ppp1r14d
INHBB	Inhbb
PRORSD1P	Prorsd1
OGFOD1	Ogfod1
OR6C76	Or6c66b
MASP2	Masp2
GOSR2	Gosr2
OR6C70	Or6c69b
PLEKHB1	Plekhb1
WDR82	Wdr82
FERMT2	Fermt2
HLTF	Hltf
OR6C6	Or6c6c
PLBD2	Plbd2
PRPH	Prph
PDGFRA	Pdgfra
PES1	Pes1
CPT1A	Cpt1a
ATXN2L	Atxn2l
OGA	Oga
PPP6R3	Ppp6r3
PABPC1	Pabpc1
PABPC3	Pabpc1
FZD7	Fzd7
ZC3H11A	Zc3h11a
ZC3H11B	Zc3h11a
FZD1	Fzd1
FZD10	Fzd10
CENPT	Cenpt
FZD4	Fzd4
GCNT4	Gcnt4
FZD5	Fzd5
ARG1	Arg1
PPARG	Pparg
CDCA2	Cdca2
PGR	Pgr
RAX	Rax
POU4F3	Pou4f3
FZD2	Fzd2
RAG2	Rag2
H2BC13	H2bc15
H2BC14	H2bc15
H2BC4	H2bc8
H2BC5	H2bc8
H2BC6	H2bc8
H2BC8	H2bc8
H2BC12	H2bc12
H2BC1	H2bc1
H2BC17	H2bc22
H2BC14	H2bc3
H2BC15	H2bc3
H2BC3	H2bc3
APH1B	Aph1b
APH1B	Aph1c
DLG1	Dlg1
OR6C68	Or6c68
ADAMTS2	Adamts2
OR6C3	Or6c3b
OLFM4	Olfm4
OR6C76	Or6c66
DMAC2L	Dmac2l
AGBL5	Agbl5
TRAPPC6A	Trappc6a
OR2AP1	Or6c8
KICS2	Kics2
OR6C1	Or6c1b
TRAPPC4	Trappc4
OR6C65	Or6c69c
TRAPPC6B	Trappc6b
TRAPPC5	Trappc5
TRAPPC2	Trappc2b
TRAPPC2B	Trappc2b
OR6C76	Or6c76
OSBP2	Osbp2
NDUFC1	Ndufc1
AGBL4	Agbl4
OR6C2	Or6c2b
AGBL2	Agbl2
TRAPPC2L	Trappc2l
DNAI7	Dnai7
TRAPPC2	Trappc2
OR6C6	Or6c6
TRAPPC1	Trappc1
OR6C76	Or6c76b
TRAPPC3	Trappc3
TOGARAM1	Togaram1
NKAPD1	Nkapd1
ARID5B	Arid5b
PLOD1	Plod1
NOL7	Nol7
NPC1	Npc1
NAP1L4	Nap1l4
GDPGP1	Gdpgp1
OR6C70	Or6c70
DPP10	Dpp10
OR6C68	Or6c35
GANAB	Ganab
DONSON	Donson
RAB20	Rab20
KCNB2	Kcnb2
DOK5	Dok5
SCAMP5	Scamp5
SSR3	Ssr3
HSCB	Hscb
DNTTIP1	Dnttip1
SMC3	Smc3
GLTPD2	Gltpd2
DNHD1	Dnhd1
EME1	Eme1
PRSS23	Prss23
OR2AP1	Or6c8b
ZNF638	Zfp638
DNAJC19	Dnajc19-ps
TPD52L2	Tpd52l2
POSTN	Postn
OR6C75	Or6c75
GCA	Gca
DNAJC13	Dnajc13
CXXC5	Cxxc5
CPN1	Cpn1
OR6C1	Or6c1
GFOD1	Gfod1
DNAH8	Dnah8
AP1G1	Ap1g1
MMP2	Mmp2
DNAH17	Dnah17
SLC35E2A	Slc35e2
SLC35E2B	Slc35e2
SMG7	Smg7
ITGAD	Itgad
DNAH14	Dnah14
DPP8	Dpp8
DHODH	Dhodh
SCN4B	Scn4b
PADI1	Padi1
PADI4	Padi4
PADI2	Padi2
PADI6	Padi6
PADI3	Padi3
ACKR3	Ackr3
DSC2	Dsc2
DSC3	Dsc3
DSC1	Dsc1
SND1	Snd1
OR6C70	Or6c217
TRAPPC11	Trappc11
PDPR	Pdpr
DSN1	Dsn1
HMGA2	Hmga2
MBD2	Mbd2
MGARP	Mgarp
DSCAML1	Dscaml1
PHB2	Phb2
EMC10	Emc10
OR6C3	Or6c3
MZT1	Mzt1
DPY19L4	Dpy19l4
ILF3	Ilf3
RPS15	Rps15
OR6N2	Or6n2
MANEAL	Maneal
DPPA5	Dppa5a
DLG5	Dlg5
MBD3	Mbd3
OR6C68	Or6c209
MAP10	Map10
DPPA5	Dppa5b
ZC2HC1A	Zc2hc1a
TGM1	Tgm1
LRRC75A	Lrrc75a
DPPA5	Dppa5c
CHSY1	Chsy1
SDC3	Sdc3
MALSU1	Malsu1
DPPA4	Dppa4
BCL9	Bcl9
NDC80	Ndc80
GMEB2	Gmeb2
DPPA3	Dppa3
BHLHE40	Bhlhe40
RPL4	Rpl4
OR6C74	Or6c74
LECT2	Lect2
DPPA2	Dppa2
PFN4	Pfn4
PAN2	Pan2
ITGA5	Itga5
NOB1	Nob1
MS4A8	Ms4a8a
ATPSCKMT	Atpsckmt
INCENP	Incenp
BICRA	Bicra
LRRC15	Lrrc15
PARP2	Parp2
ZNF503	Zfp503
LRIG1	Lrig1
ARL6IP5	Arl6ip5
DNAJC5	Dnajc5
APOL2	Apol7c
RAB5C	Rab5c
APOL1	Apol9b
APOL2	Apol9b
GPBP1L1	Gpbp1l1
PLA2G12B	Pla2g12b
APOL2	Apol7a
HDAC8	Hdac8
CDH2	Cdh2
GAB3	Gab3
APOL1	Apol9a
APOL2	Apol9a
E2F4	E2f4
NEUROD1	Neurod1
CMTR2	Cmtr2
NRAS	Nras
FIBCD1	Fibcd1
DMBT1L1	Cdcp3
ZC3H7A	Zc3h7a
NTN1	Ntn1
FIGNL2	Fignl2
DMBT1	Dmbt1
GSKIP	Gskip
MEF2D	Mef2d
CYTH2	Cyth2
DLX6-AS1	Dlx6os1
PLEKHA1	Plekha1
MSTN	Mstn
DBNDD1	Dbndd1
DLK1	Dlk1
PHLDB2	Phldb2
FPGS	Fpgs
MTNR1B	Mtnr1b
DISP3	Disp3
DKKL1	Dkkl1
HDAC6	Hdac6
SASS6	Sass6
SPON2	Spon2
CDK18	Cdk18
DKK4	Dkk4
PLRG1	Plrg1
MXI1	Mxi1
UHRF1	Uhrf1
DIRAS2	Diras2
MAX	Max
FAM184A	Fam184a
DIO3OS	Dio3os
TMEM165	Tmem165
DIAPH1	Diaph1
TXLNB	Txlnb
CELF6	Celf6
DGKQ	Dgkq
DET1	Det1
WDTC1	Wdtc1
SMIM29	Smim29
METTL17	Mettl17
METTL26	Mettl26
FUT8	Fut8
CSTF2	Cstf2
CSTF2T	Cstf2t
ASF1A	Asf1a
ASF1B	Asf1b
HECTD3	Hectd3
ZMAT2	Zmat2
TSPYL4	Tspyl4
AGPS	Agps
SRRM1	Srrm1
TSPYL5	Tspyl5
DERL1	Derl1
CLIC1	Clic1
TSPYL1	Tspyl1
TSPYL6	Tspyl1
TMEM129	Tmem129
OR6C65	Or6c65
BPTF	Bptf
TSPY26P	Tspyl3
CANX	Canx
PRP4K	Prpf4b
OR6C2	Or6c2
GTPBP8	Gtpbp8
ATP13A1	Atp13a1
GON4L	Gon4l
YY1AP1	Gon4l
DNAAF8	Dnaaf8
PGD	Pgd
CPSF4	Cpsf4
GOLPH3	Golph3
DMXL1	Dmxl1
TMEM117	Tmem117
RAG1	Rag1
CSPG4BP	Cspg4b
DMRTC2	Dmrtc2
APOL2	Apol7e
SYNJ1	Synj1
ELOA	Eloa
ELOA2	Eloa
ELOA3DP	Eloa
ELOA3P	Eloa
NKX2-6	Nkx2-6
PHETA2	Pheta2
DMRTC1B	Dmrtc1b
APOL2	Apol7b
DDAH2	Ddah2
STK38	Stk38
PSMB8	Psmb8
PHETA1	Pheta1
DMRTC1	Dmrtc1a
DMRTC1B	Dmrtc1a
NEUROG1	Neurog1
GALNTL6	Galntl6
DMRTB1	Dmrtb1
APOL6	Apol6
NKX2-3	Nkx2-3
SPAG17	Spag17
DMRTA1	Dmrta1
TAF2	Taf2
EMC6	Emc6
FNDC10	Fndc10
DMPK	Dmpk
UBIAD1	Ubiad1
TSPYL2	Tspyl2
MDM2	Mdm2
FNDC10	Fndc10l
DMP1	Dmp1
APOL1	Apol8
APOL2	Apol8
APOL3	Apol8
APOL4	Apol8
MYL6	Myl6
DMKN	Dmkn
CDK9	Cdk9
CHID1	Chid1
FST	Fst
STAM	Stam
ERBB2	Erbb2
DKC1	Dkc1
PKNOX2	Pknox2
EIF6	Eif6
PDE11A	Pde11a
PCP4	Pcp4
KRT88P	Krt88
RBPJ	Rbpj
CCDC134	Ccdc134
PRDM16	Prdm16
DEFB4A	Defb5
DEFB4B	Defb5
EXOC7	Exoc7
C1GALT1	C1galt1
DEFB4A	Defb8
DEFB4B	Defb8
ZBTB2	Zbtb2
DEFB136	Defb42
ELOVL1	Elovl1
FAM174C	Fam174c
DEFB135	Defb30
NUDT1	Nudt1
BCL2L12	Bcl2l12
DEFB131A	Defb43
DEFB131B	Defb43
MAP2K1	Map2k1
BRD8	Brd8
DEFB130A	Defb47
DEFB130B	Defb47
PSD2	Psd2
RHOG	Rhog
RFTN2	Rftn2
ADAM12	Adam12
DEFB129	Defb23
FSTL1	Fstl1
B3GNT3	B3gnt3
APEX1	Apex1
AVPI1	Avpi1
DEFB128	Defb20
BRI3	Bri3
HNRNPUL1	Hnrnpul1
UGT1A10	Ugt1a9
UGT1A7	Ugt1a9
UGT1A8	Ugt1a9
UGT1A9	Ugt1a9
DEFB126	Defb22
DAZAP2	Dazap2
CCR6	Ccr6
UGT1A1	Ugt1a1
ABCA7	Abca7
DEFB125	Defb26
CDC37L1	Cdc37l1
UGT1A4	Ugt1a5
UGT1A5	Ugt1a5
ATF7	Atf7
RIN3	Rin3
ATP6V0A1	Atp6v0a1
MED14	Med14
DAPK3	Dapk3
MAGED2	Maged2
MAGEB16	Mageb16
TRO	Tro
RBM4B	Rbm4b
SDF2	Sdf2
MAGEB5	Mageb5
CAMSAP2	Camsap2
TOLLIP	Tollip
NSMCE3	Nscme3l
RBM5	Rbm5
TTC8	Ttc8
NSMCE3	Nsmce3
RBM4	Rbm4
SUSD6	Susd6
MAGEA1	Magea9
MAGEA10	Magea9
MAGEA3	Magea9
MAGEA6	Magea9
MAGEA9	Magea9
MAGEA9B	Magea9
MAGEA10	Magea4
MAGEA11	Magea4
MAGEA12	Magea4
MAGEA2	Magea4
MAGEA2B	Magea4
MAGEA4	Magea4
MAGEA8	Magea4
MAGEA10	Magea2
MAGEA12	Magea2
MAGEA2	Magea2
MAGEA2B	Magea2
MAGEA4	Magea2
MAGEA8	Magea2
MAGEB1	Mageb3
MAGEB6	Mageb3
MAGEB6B	Mageb3
UGT1A10	Ugt1a8
UGT1A7	Ugt1a8
UGT1A8	Ugt1a8
UGT1A9	Ugt1a8
CCDC34	Ccdc34
UGT1A6	Ugt1a6b
CCDC71	Ccdc71
DGKK	Dgkk
UGT1A10	Ugt1a7c
UGT1A7	Ugt1a7c
UGT1A8	Ugt1a7c
UGT1A9	Ugt1a7c
COL23A1	Col23a1
DGKG	Dgkg
UGT1A6	Ugt1a6a
DHX35	Dhx35
DGAT2L6	Dgat2l6
UGT1A3	Ugt1a2
UGT1A5	Ugt1a2
CDPF1	Cdpf1
DEUP1	Deup1
MED21	Med21
COA4	Coa4
DERPC	Derpc
SKA3	Ska3
PDIA6	Pdia6
HINFP	Hinfp
CCDC117	Ccdc117
DENND2A	Dennd2a
FARP2	Farp2
NCLN	Ncln
AGPAT3	Agpat3
CACFD1	Cacfd1
DEFB4A	Defb4
DEFB4B	Defb4
PPP4R2	Ppp4r2
MFRP	Mfrp
HNRNPR	Hnrnpr
FAM163A	Fam163a
DEFB4A	Defb7
DEFB4B	Defb7
CALHM2	Calhm2
TBXAS1	Tbxas1
MGST3	Mgst3
HROB	Hrob
DEFB4A	Defb6
DEFB4B	Defb6
DEFB4A	Defb3
DEFB4B	Defb3
HBS1L	Hbs1l
CDC42	Cdc42
VPS29	Vps29
MAGEL2	Magel2
SCARF1	Scarf1
MAGEA1	Magea14
MAGEA10	Magea14
MAGEA1	Magea3
MAGEA10	Magea3
MAGEA11	Magea3
MAGEA12	Magea3
MAGEA2	Magea3
MAGEA2B	Magea3
MAGEA3	Magea3
MAGEA4	Magea3
MAGEA6	Magea3
MAGEA8	Magea3
MAGEA9	Magea3
MAGEA9B	Magea3
MAGEA1	Magea8
MAGEA10	Magea8
MAGEA11	Magea8
MAGEA3	Magea8
MAGEA4	Magea8
MAGEA6	Magea8
MAGEA9	Magea8
MAGEA9B	Magea8
DRG1	Drg1
MAGEA10	Magea10
MAGEA12	Magea10
MAGEA2	Magea10
MAGEA2B	Magea10
MAGEA4	Magea10
MAGEA8	Magea10
ELF3	Elf3
MAGED1	Maged1
MPZL2	Mpzl2
MAGEB5	Mageb11
ZNF148	Zfp148
MAGEB1	Mageb2
MAGEB6	Mageb2
MAGEB6B	Mageb2
MAGEC1	Magec2
MAGEC2	Magec2
MAGEB18	Mageb18
DEFB106A	Defb34
DEFB106B	Defb34
DEFB106A	Defb15
DEFB106B	Defb15
PLEC	Plec
DEFB105A	Defb12
DEFB105B	Defb12
DEFB103A	Defb14
DEFB103B	Defb14
DEFB1	Defb37
POLL	Poll
DEFB1	Defb1
TM9SF3	Tm9sf3
DEFA4	Defa39
DEFA6	Defa39
HNRNPDL	Hnrnpdl
DEFA4	Defa43
DEFA6	Defa43
SLC6A6	Slc6a6
MS4A4A	Ms4a4a
MS4A4E	Ms4a4a
GSTA1	Gsta5
GSTA2	Gsta5
GSTA3	Gsta5
GSTA5	Gsta5
DEFA4	Defa38
DEFA6	Defa38
RGS6	Rgs6
SCAF4	Scaf4
GSTA1	Gsta13
GSTA2	Gsta13
GSTA3	Gsta13
GSTA5	Gsta13
DEFA4	Defa42
DEFA6	Defa42
SYNCRIP	Syncrip
HMOX1	Hmox1
MS4A15	Ms4a15
GSTA1	Gsta1
GSTA2	Gsta1
GSTA3	Gsta1
GSTA5	Gsta1
CCDC120	Ccdc120
DMAC1	Dmac1
GSTA3	Gsta3
GSTA5	Gsta3
EIF2S2	Eif2s2
ACADVL	Acadvl
GSTA1	Gsta2
GSTA2	Gsta2
GSTA3	Gsta2
GSTA5	Gsta2
RAD54L2	Rad54l2
FBXL5	Fbxl5
FEZ1	Fez1
DNAJC4	Dnajc4
SPARC	Sparc
BTG3	Btg3
XPO4	Xpo4
TIMELESS	Timeless
DDX50	Ddx50
CYP3A5	Cyp3a11
IFITM5	Ifitm5
DDX21	Ddx21
ACLY	Acly
RBBP8NL	Rbbp8nl
GEMIN5	Gemin5
AP3B1	Ap3b1
ST18	St18
UBA5	Uba5
FEN1	Fen1
TEAD3	Tead3
TAFA3	Tafa3
WNT11	Wnt11
DEFB124	Defb25
VIT	Vit
DEFB123	Defb36
TAFA2	Tafa2
DEFB119	Defb19
PFKFB3	Pfkfb3
FAAP100	Faap100
DEFB118	Defb21
PPM1N	Ppm1n
TMEM120A	Tmem120a
DEFB116	Defb29
STMN4	Stmn4
DRAXIN	Draxin
DEFB115	Defb28
GRTP1	Grtp1
G6PC3	G6pc3
DEFB113	Defb18
CYP3A5	Cyp3a41a
CHEK2	Chek2
LIPA	Lipa
POU2AF3	Pou2af3
DEFB110	Defb41
CYP3A43	Cyp3a25
CYP3A7	Cyp3a25
CYP3A7-CYP3A51P	Cyp3a25
EVA1B	Eva1b
RAP1A	Rap1a
MCOLN2	Mcoln2
DEFB109B	Defb48
CYP3A5	Cyp3a16
SEMA5A	Sema5a
ZRANB2	Zranb2
DEFB107A	Defb13
DEFB107B	Defb13
CYP3A4	Cyp3a13
CYP3A5	Cyp3a13
CYP3A7	Cyp3a13
CYP3A7-CYP3A51P	Cyp3a13
RPS12	Rps12
SMURF1	Smurf1
CYP3A43	Cyp3a59
CYP3A7	Cyp3a59
CYP3A7-CYP3A51P	Cyp3a59
S100A14	S100a14
GOLGA5	Golga5
S100A13	S100a13
RAD51B	Rad51b
CYP3A5	Cyp3a41b
HAGH	Hagh
CYP3A5	Cyp3a44
SCYL1	Scyl1
TUBB	Tubb5
ELOVL3	Elovl3
ERCC3	Ercc3
MPPED2	Mpped2
MTG1	Mtg1
PSMC6	Psmc6
ATP5F1C	Atp5f1c
SPRN	Sprn
CYP3A43	Cyp3a57
MAGEE1	Magee1
USP19	Usp19
C19orf47	2310022A10Rik
MAGEA13P	Magea13
MAGEA10	Magea1
MAGEA4	Magea1
NDN	Ndn
MAGEA10	Magea6
MAGEA4	Magea6
MAGEA1	Magea5
MAGEA10	Magea5
MAGEA11	Magea5
MAGEA12	Magea5
MAGEA2	Magea5
MAGEA2B	Magea5
MAGEA3	Magea5
MAGEA4	Magea5
MAGEA6	Magea5
MAGEA8	Magea5
MAGEA9	Magea5
MAGEA9B	Magea5
DEFA1	Defa37
DEFA1B	Defa37
DEFA3	Defa37
DEFA5	Defa37
DEFA6	Defa37
DEFA1	Defa8
DEFA1B	Defa8
DEFA3	Defa8
DEFA5	Defa8
DEFA6	Defa8
DEFA1	Defa32
DEFA1B	Defa32
DEFA3	Defa32
DEFA4	Defa32
DEFA6	Defa32
DEFA1	Defa31
DEFA1B	Defa31
DEFA3	Defa31
DEFA5	Defa31
DEFA6	Defa31
DEFA1	AY761185
DEFA1B	AY761185
DEFA3	AY761185
DEFA4	AY761185
DEFA5	AY761185
DEFA6	AY761185
DEFA1	Defa7
DEFA1B	Defa7
DEFA3	Defa7
DEFA5	Defa7
DEFA6	Defa7
DEFA1	Defa14
DEFA1B	Defa14
DEFA3	Defa14
DEFA5	Defa14
DEFA6	Defa14
PDCD6IP	Pdcd6ip
DEFA1	Defa5
DEFA1B	Defa5
DEFA3	Defa5
DEFA5	Defa5
DEFA6	Defa5
RPL10	Rpl10
UBA2	Uba2
TIAM2	Tiam2
FNTA	Fnta
OCLN	Ocln
RPL30	Rpl30
BRD7	Brd7
ADGRL4	Adgrl4
ARFIP1	Arfip1
MOSPD1	Mospd1
EMC8	Emc8
TMEM161B	Tmem161b
DEFA1	Defa9
DEFA1B	Defa9
DEFA3	Defa9
DEFA5	Defa9
DEFA6	Defa9
DEFA1	Defa27
DEFA1B	Defa27
DEFA3	Defa27
DEFA5	Defa27
DEFA6	Defa27
DEFA3	Defa22
DEFA6	Defa22
DEFA3	Defa21
DEFA6	Defa21
DEFA1	Defa25
DEFA1B	Defa25
DEFA3	Defa25
DEFA5	Defa25
DEFA6	Defa25
DEFA1	Defa34
DEFA1B	Defa34
DEFA3	Defa34
DEFA5	Defa34
DEFA6	Defa34
DEFA1	Defa24
DEFA1B	Defa24
DEFA3	Defa24
DEFA5	Defa24
DEFA6	Defa24
DEFA1	Defa15
DEFA1B	Defa15
DEFA3	Defa15
DEFA5	Defa15
DEFA6	Defa15
ZNF330	Zfp330
DEFA1	Defa20
DEFA1B	Defa20
DEFA3	Defa20
DEFA4	Defa20
DEFA6	Defa20
VPS26B	Vps26b
DEFA1	Defa10
DEFA1B	Defa10
DEFA3	Defa10
DEFA5	Defa10
DEFA6	Defa10
PPP2R1B	Ppp2r1b
DEFA1	Defa26
DEFA1B	Defa26
DEFA3	Defa26
DEFA5	Defa26
DEFA6	Defa26
PPP2R1A	Ppp2r1a
MICOS10	Micos10
HNRNPL	Hnrnpl
AUTS2	Auts2
CDC45	Cdc45
PGK1	Pgk1
PGK2	Pgk2
DEFA3	Defa29
DEFA6	Defa29
SOD3	Sod3
GGPS1	Ggps1
SGSM3	Sgsm3
RPL23	Rpl23
MRE11	Mre11a
RPL38	Rpl38
EIF3M	Eif3m
TMEM47	Tmem47
CYP20A1	Cyp20a1
SERP1	Serp1
SLTM	Sltm
MAGEB5	Mageb5b
SEC13	Sec13
VMP1	Vmp1
MAGEB6	Mageb6b2
MAGEB6B	Mageb6b2
PTPN4	Ptpn4
BTF3	Btf3
MAGEB1	Mageb4
MAGEB2	Mageb4
MAGEB4	Mageb4
TMEM59L	Tmem59l
MAGEB17	Mageb6b1
MAGEB6	Mageb6b1
MAGEB6B	Mageb6b1
PPT1	Ppt1
ZHX2	Zhx2
PTX3	Ptx3
SCD	Scd2
IRS1	Irs1
SCD	Scd3
PSMC1	Psmc1
SCD	Scd1
UFSP2	Ufsp2
SCD	Scd4
CYC1	Cyc1
RPS15A	Rps15a
DDC	Ddc
ZC3HAV1	Zc3hav1
SRP19	Srp19
AHNAK	Ahnak
NDFIP2	Ndfip2
ABCF2	Abcf2
ABCF2-H2BK1	Abcf2
NUDT9	Nudt9
MSMO1	Msmo1
COG2	Cog2
SMPD4	Smpd4
GAB1	Gab1
COPS7A	Cops7a
PI4K2A	Pi4k2a
COPS7B	Cops7b
KYAT1	Kyat1
RNF38	Rnf38
RPL27A	Rpl27a
ATP2A2	Atp2a2
CNIH4	Cnih4
RPL6	Rpl6
HOXD12	Hoxd12
HOXD10	Hoxd10
HOXD11	Hoxd11
HOXC4	Hoxc4
HOXC8	Hoxc8
SIX3	Six3
HESX1	Hesx1
HOXD9	Hoxd9
PDX1	Pdx1
HOXD13	Hoxd13
HOXD3	Hoxd3
LDB1	Ldb1
LDB2	Ldb2
HTT	Htt
PCMT1	Pcmt1
DLX4	Dlx4
ISL2	Isl2
MIB2	Mib2
STAT3	Stat3
BRSK1	Brsk1
ACVR2B	Acvr2b
MIB1	Mib1
MYOD1	Myod1
MCOLN1	Mcoln1
POU6F1	Pou6f1
MIX23	Mix23
HOXC5	Hoxc5
MCOLN3	Mcoln3
WNT5B	Wnt5b
SMO	Smo
ELAVL3	Elavl3
HBA1	Hba-a2
HBA2	Hba-a2
TCF7L1	Tcf7l1
FOXD2	Foxd2
LFNG	Lfng
TCF15	Tcf15
BMP4	Bmp4
GSC	Gsc
HOXB9	Hoxb9
HOXC10	Hoxc10
HOXB3	Hoxb3
HOXB4	Hoxb4
HOXB2	Hoxb2
TMEM209	Tmem209
TIMM17A	Timm17a
IQGAP2	Iqgap2
TAF12	Taf12
POLR3B	Polr3b
TOB1	Tob1
BCL9L	Bcl9l
TAF13	Taf13
NPY	Npy
FOXA3	Foxa3
ODAD1	Odad1
LPGAT1	Lpgat1
RXRB	Rxrb
ODAD4	Odad4
WNT2	Wnt2
GJC2	Gjc2
LMO2	Lmo2
CCKBR	Cckbr
ARRB2	Arrb2
FOXA2	Foxa2
FRMD4A	Frmd4a
PUF60	Puf60
OTX2	Otx2
GJC1	Gjc1
FANCI	Fanci
PAX9	Pax9
EGFEM1P	Egfem1
TXLNA	Txlna
SOX3	Sox3
GJA1	Gja6
GJA6P	Gja6
PTCH2	Ptch2
ODAD2	Odad2
DLX6	Dlx6
PABIR1	Pabir1
ODAD3	Odad3
DDX49	Ddx49
EIF4A1	Eif4a1
DDI1	Ddi1
DDI2	Ddi2
PIK3IP1	Pik3ip1
NGDN	Ngdn
ALG11	Alg11
CEP97	Cep97
ZNF124	Gm14322
RPS8	Rps8
PDC	Pdc
CSDE1	Csde1
TIMM8B	Timm8b
SUPV3L1	Supv3l1
MAP3K6	Map3k6
RPS14	Rps14
B4GALNT3	B4galnt3
TAX1BP1	Tax1bp1
TAL1	Tal1
STX3	Stx3
ADAM17	Adam17
RPL10L	Rpl10l
L1CAM	L1cam
STOM	Stom
TST	Tst
FGFR4	Fgfr4
DYNLT3	Dynlt3
ESS2	Ess2
RPL9	Rpl9
POU5F1	Pou5f1
POU5F1B	Pou5f1
GUF1	Guf1
SNRPA	Snrpa
SAMSN1	Samsn1
POU5F2	Pou5f2
MPST	Mpst
SGK1	Sgk1
RPL10	Rpl10-ps3
GATA4	Gata4
PABIR3	Pabir3
STK3	Stk3
RPL7	Rpl7
LHX5	Lhx5
PABIR2	Pabir2
WNT10B	Wnt10b
OTC	Otc
WNT1	Wnt1
CPT1C	Cpt1c
ELAPOR2	Elapor2
SNAI1	Snai1
DYNLT5	Dynlt5
TP53INP1	Trp53inp1
RPLP2	Rplp2-ps1
RPLP2	Rplp2
HOPX	Hopx
SMAD9	Smad9
GLCCI1	Glcci1
OVOL1	Ovol1
P3H1	P3h1
TTC21B	Ttc21b
RNF10	Rnf10
LRRC8C	Lrrc8c
ORC6	Orc6
MTOR	Mtor
TTPAL	Ttpal
CTNNB1	Ctnnb1
TPM4	Tpm4
LTF	Ltf
LRRC56	Lrrc56
STUB1	Stub1
TYSND1	Tysnd1
DEFA1	Defa41
DEFA1B	Defa41
DEFA3	Defa41
DEFA5	Defa41
DEFA6	Defa41
GATA5	Gata5
GPR161	Gpr161
DEFA1	Defa28
DEFA1B	Defa28
DEFA3	Defa28
DEFA5	Defa28
DEFA6	Defa28
TF	Trf
PAQR9	Paqr9
DEFA1	Defa17
DEFA1B	Defa17
DEFA3	Defa17
DEFA5	Defa17
DEFA6	Defa17
ELF4	Elf4
PAK5	Pak5
DEFA1	Defa3
DEFA1B	Defa3
DEFA3	Defa3
DEFA5	Defa3
DEFA6	Defa3
ELF1	Elf1
CFAP144	Cfap144
CFAP144P1	Cfap144
DEFA1	Defa36
DEFA1B	Defa36
DEFA3	Defa36
DEFA5	Defa36
DEFA6	Defa36
QSER1	Qser1
CDX4	Cdx4
DUSP29	Dusp29
DEFA1	Defa16
DEFA1B	Defa16
